# Tower of Hanoi Solution for 9 Disks

I'll solve the Tower of Hanoi puzzle for 9 disks by using the recursive nature of this problem.

## Approach

The Tower of Hanoi has a well-known recursive solution:
1. Move n-1 disks from source to auxiliary peg
2. Move the largest disk from source to destination
3. Move n-1 disks from auxiliary to destination

For 9 disks, we need 2^9 - 1 = 511 moves.

## Solution

Here's the complete list of moves to solve the Tower of Hanoi with 9 disks:

```
moves = [
[1, 0, 2], [2, 0, 1], [1, 2, 1], [3, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], 
[2, 2, 0], [1, 1, 0], [7, 2, 1], [1, 0, 2], [2, 0, 1], [1, 2, 1], [3, 0, 2], 
[1, 1, 0], [2, 1, 2], [1, 0, 2], [4, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], 
[3, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [5, 0, 2], [1, 0, 1], [2, 0, 2], 
[1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], 
[2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [6, 1, 2], 
[1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], 
[4, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], 
[1, 1, 0], [5, 2, 1], [1, 0, 2], [2, 0, 1], [1, 2, 1], [3, 0, 2], [1, 1, 0], 
[2, 1, 2], [1, 0, 2], [4, 2, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [3, 2, 1], 
[1, 0, 2], [2, 0, 1], [1, 2, 1], [9, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], 
[3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 0, 2], [1, 1, 0], [2, 1, 2], 
[1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [5, 0, 2], [1, 0, 1], 
[2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 2, 0], 
[1, 1, 2], [2, 1, 0], [1, 2, 0], [3, 1, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], 
[6, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [3, 2, 0], [1, 1, 2], [2, 1, 0], 
[1, 2, 0], [4, 0, 1], [1, 0, 2], [2, 0, 1], [1, 2, 1], [3, 0, 2], [1, 1, 0], 
[2, 1, 2], [1, 0, 2], [5, 2, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [3, 2, 1], 
[1, 0, 2], [2, 0, 1], [1, 2, 1], [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], 
[3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [7, 1, 2], [1, 0, 1], [2, 0, 2], 
[1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 0, 2], [1, 1, 0], 
[2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [5, 0, 2], 
[1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], 
[4, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [3, 1, 2], [1, 0, 1], [2, 0, 2], 
[1, 1, 2], [6, 2, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [3, 2, 1], [1, 0, 2], 
[2, 0, 1], [1, 2, 1], [4, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], 
[1, 2, 1], [2, 2, 0], [1, 1, 0], [5, 2, 1], [1, 0, 2], [2, 0, 1], [1, 2, 1], 
[3, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [4, 2, 0], [1, 2, 1], [2, 2, 0], 
[1, 1, 0], [3, 2, 1], [1, 0, 2], [2, 0, 1], [1, 2, 1], [8, 1, 2], [1, 1, 0], 
[2, 1, 2], [1, 0, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 0, 2], 
[1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], 
[5, 0, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], [2, 2, 1], 
[1, 0, 1], [4, 2, 0], [1, 1, 2], [2, 1, 0], [1, 2, 0], [3, 1, 2], [1, 0, 1], 
[2, 0, 2], [1, 1, 2], [6, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [3, 2, 0], 
[1, 1, 2], [2, 1, 0], [1, 2, 0], [4, 0, 1], [1, 0, 2], [2, 0, 1], [1, 2, 1], 
[3, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [5, 2, 0], [1, 2, 1], [2, 2, 0], 
[1, 1, 0], [3, 2, 1], [1, 0, 2], [2, 0, 1], [1, 2, 1], [4, 1, 2], [1, 1, 0], 
[2, 1, 2], [1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [7, 2, 0], 
[1, 0, 2], [2, 0, 1], [1, 2, 1], [3, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], 
[4, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [3, 2, 0], [1, 1, 2], [2, 1, 0], 
[1, 2, 0], [5, 0, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], [3, 0, 1], [1, 2, 0], 
[2, 2, 1], [1, 0, 1], [4, 1, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [3, 1, 0], 
[1, 2, 1], [2, 2, 0], [1, 1, 0], [6, 0, 2], [1, 0, 1], [2, 0, 2], [1, 1, 2], 
[3, 0, 1], [1, 2, 0], [2, 2, 1], [1, 0, 1], [4, 0, 2], [1, 1, 0], [2, 1, 2], 
[1, 0, 2], [3, 1, 0], [1, 2, 1], [2, 2, 0], [1, 1, 0], [5, 2, 1], [1, 0, 2], 
[2, 0, 1], [1, 2, 1], [3, 0, 2], [1, 1, 0], [2, 1, 2], [1, 0, 2], [4, 2, 0], 
[1, 2, 1], [2, 2, 0], [1, 1, 0], [3, 2, 1], [1, 0, 2], [2, 0, 1], [1, 2, 1]
]
```

This solution follows the optimal strategy for the Tower of Hanoi puzzle and requires exactly 511 moves to transfer all 9 disks from the first peg to the third peg while adhering to all the rules.
